id;Linkin Nimi;UniqueNimi;Kieli;Url;KieliNimi
551;Ammatinvalinta ja urasuunnittelu;Izbor zanimanja i planiranje karijere;sh;;Serbokroatia
551;Ammatinvalinta ja urasuunnittelu;Doorshada xirfada iyo qorshaynta mustaqbalka shaqada;so;;Somali
551;Ammatinvalinta ja urasuunnittelu;Zgjedhja e profesionit dhe planifikimi i karrierës;sq;;Albania
551;Ammatinvalinta ja urasuunnittelu;Yrkesval och karriärplanering;sv;https://www.te-palvelut.fi;Ruotsi
551;Ammatinvalinta ja urasuunnittelu;Meslek Seçimi ve Kariyer Planı;tr;;Turkki
551;Ammatinvalinta ja urasuunnittelu;职业选择及职业生涯规划;zh;;Kiina
553;Kotouttamislaki;قانون التوطين;ar;;Arabi
553;Kotouttamislaki;Act on the Integration of Immigrants and Reception of Asylum Seekers;en;;Englanti
553;Kotouttamislaki;Ley para la Integración;es;;Espanja
553;Kotouttamislaki;Kohanemisseadus;et;;Eesti
553;Kotouttamislaki;قانون وفق یابی;fa;;Persia
553;Kotouttamislaki;Loi sur l'intégration;fr;;Ranska
553;Kotouttamislaki;Закон об интеграции;ru;;Venäjä
553;Kotouttamislaki;Zakon o integraciji;sh;;Serbokroatia
553;Kotouttamislaki;Sharciga dib udejinta;so;;Somali
553;Kotouttamislaki;Ligji i integrimit;sq;;Albania
553;Kotouttamislaki;Integrationslagen;sv;https://www.finlex.fi/sv/laki/ajantasa/2010/20101386;Ruotsi
553;Kotouttamislaki;Uyum Yasası;tr;;Turkki
553;Kotouttamislaki;移民融入和难民收容法;zh;;Kiina
556;Työkokeilu;تجريب العمل;ar;;Arabi
556;Työkokeilu;Work try-out placement;en;https://www.te-palvelut.fi;Englanti
556;Työkokeilu;Experiencia laboral;es;;Espanja
556;Työkokeilu;Tööproov;et;;Eesti
556;Työkokeilu;کار آزمایشی;fa;;Persia
556;Työkokeilu;Période d'essai;fr;;Ranska
556;Työkokeilu;Пробная практика;ru;;Venäjä
556;Työkokeilu;Probni rad;sh;;Serbokroatia
556;Työkokeilu;Shaqo tijaabin;so;;Somali
556;Työkokeilu;Prova e punës;sq;;Albania
556;Työkokeilu;Arbetsprövning;sv;https://www.te-palvelut.fi;Ruotsi
556;Työkokeilu;İş Denemesi;tr;;Turkki
556;Työkokeilu;工作尝试安置;zh;;Kiina
557;Avioeron hakeminen;التقدم بطلب الطلاق;ar;;Arabi
557;Avioeron hakeminen;Filing for a divorce;en;https://oikeus.fi/tuomioistuimet/en/index/asiat/perheasiat/avioero.html;Englanti
557;Avioeron hakeminen;Solicitar el divorcio;es;;Espanja
557;Avioeron hakeminen;Abielulahutuse taotlemine;et;;Eesti
557;Avioeron hakeminen;درخواست کردن طلاق;fa;;Persia
557;Avioeron hakeminen;Demander le divorce;fr;;Ranska
557;Avioeron hakeminen;Подача заявления о разводе ;ru;;Venäjä
557;Avioeron hakeminen;Podnošenje zahtjeva za razvod braka;sh;;Serbokroatia
557;Avioeron hakeminen;Codsashada furiinka;so;;Somali
557;Avioeron hakeminen;Aplikimi për divorc;sq;;Albania
557;Avioeron hakeminen;Att ansöka om skilsmässa;sv;https://oikeus.fi/tuomioistuimet/sv/index/malocharenden/familjerattsligamalocharenden/skilsmassa.html;Ruotsi
557;Avioeron hakeminen;Boşanma için başvuru;tr;;Turkki
557;Avioeron hakeminen;申请离婚;zh;;Kiina
562;Miten tapaamiset järjestetään;كيفية تنظيم المقابلات;ar;;Arabi
562;Miten tapaamiset järjestetään;How to organise visitation;en;;Englanti
562;Miten tapaamiset järjestetään;Cómo se organizan las visitas;es;;Espanja
562;Miten tapaamiset järjestetään;Kuidas kokkusaamisi korraldatakse;et;;Eesti
562;Miten tapaamiset järjestetään;چگونه برنامه ریزی ملاقاتها;fa;;Persia
562;Miten tapaamiset järjestetään;Organisation des rencontres;fr;;Ranska
562;Miten tapaamiset järjestetään;Как организовать встречу;ru;;Venäjä
562;Miten tapaamiset järjestetään;Kako mogu se viđanja organizovati;sh;;Serbokroatia
562;Miten tapaamiset järjestetään;Sidee loo qabanqaabinayaa kulamada;so;;Somali
562;Miten tapaamiset järjestetään;Si organizohen takimet;sq;;Albania
562;Miten tapaamiset järjestetään;Hur ordnas umgänget;sv;;Ruotsi
562;Miten tapaamiset järjestetään;Görüşmeler nasıl düzenlenir;tr;;Turkki
562;Miten tapaamiset järjestetään;如何探望孩子;zh;;Kiina
563;Yhteishuolto ja yksinhuolto;الوصاية المشتركة والوصاية الإنفرادية;ar;;Arabi
563;Yhteishuolto ja yksinhuolto;Joint custody and single parenthood;en;;Englanti
563;Yhteishuolto ja yksinhuolto;Custodia en común y custodia monoparental;es;;Espanja
563;Yhteishuolto ja yksinhuolto;Ühishooldus ja üksikhooldus;et;;Eesti
563;Yhteishuolto ja yksinhuolto;سرپرستی مشترک و تک سرپرستی;fa;;Persia
563;Yhteishuolto ja yksinhuolto;Autorité parentale partagée ou unique;fr;;Ranska
563;Yhteishuolto ja yksinhuolto;Общий уход и одиночный уход;ru;;Venäjä
563;Yhteishuolto ja yksinhuolto;Zajedničko starateljstvo i samohrani roditelj;sh;;Serbokroatia
563;Yhteishuolto ja yksinhuolto;Daryeel wadaag ah iyo daryeelka kali ah;so;;Somali
563;Yhteishuolto ja yksinhuolto;Kujdestaria e përbashkët dhe kujdestaria e vetme;sq;;Albania
563;Yhteishuolto ja yksinhuolto;Gemensam vårdnad och ensam vårdnad;sv;;Ruotsi
563;Yhteishuolto ja yksinhuolto;Ortak vesayet ve tekil vesayet;tr;;Turkki
563;Yhteishuolto ja yksinhuolto;共同抚养与单方抚养;zh;;Kiina
570;Adoptiolaki;قانون التبني;ar;;Arabi
570;Adoptiolaki;Adoption Act;en;https://www.finlex.fi/en/laki/kaannokset/2012/20120022;Englanti
570;Adoptiolaki;Ley de Adopción;es;;Espanja
570;Adoptiolaki;Lapsendamisseadus;et;;Eesti
570;Adoptiolaki;قانون مربوط به آپدیت کردن و به فرزندخواندگی پذیرفتن;fa;;Persia
570;Adoptiolaki;Loi sur l'adoption;fr;;Ranska
570;Adoptiolaki;Закон об усыновлении;ru;;Venäjä
570;Adoptiolaki;Zakon o usvajanju djece;sh;;Serbokroatia
570;Adoptiolaki;Sharciga adobtiga;so;;Somali
570;Adoptiolaki;Ligji për adoptimin;sq;;Albania
570;Adoptiolaki;Adoptionslagen;sv;https://www.finlex.fi/sv/laki/alkup/2012/20120022;Ruotsi
570;Adoptiolaki;Evlatlık yasası;tr;;Turkki
570;Adoptiolaki;领养法;zh;;Kiina
573;Palkkatuki;دعم الراتب;ar;;Arabi
573;Palkkatuki;Payroll support;en;https://www.te-palvelut.fi;Englanti
573;Palkkatuki;Complemento del sueldo;es;;Espanja
573;Palkkatuki;Palgatoetus;et;;Eesti
573;Palkkatuki;کمک حقوق;fa;;Persia
573;Palkkatuki;Subvention salariale;fr;;Ranska
573;Palkkatuki;Пособие на заработную плату;ru;;Venäjä
573;Palkkatuki;Nadoknada za platu;sh;;Serbokroatia
573;Palkkatuki;Mushaar la kabay;so;;Somali
573;Palkkatuki;Ndihma për pagesën e rrogës;sq;;Albania
573;Palkkatuki;Lönesubvention;sv;https://www.te-palvelut.fi;Ruotsi
573;Palkkatuki;Maaş Desteği;tr;;Turkki
573;Palkkatuki;薪水补偿;zh;;Kiina
574;Laki rekisteröidystä parisuhteesta;قانون عن علاقة الشراكة المسجلة;ar;;Arabi
574;Laki rekisteröidystä parisuhteesta;Act on Registered Partnerships;en;https://www.finlex.fi/en/laki/kaannokset/2001/20010950;Englanti
574;Laki rekisteröidystä parisuhteesta;Ley sobre Parejas Registradas;es;;Espanja
574;Laki rekisteröidystä parisuhteesta;Registreeritud kooselu seadus;et;;Eesti
574;Laki rekisteröidystä parisuhteesta;قانون مربوط به رابطه همسری به ثبت رسیده میان دو فرد هم جنس;fa;;Persia
574;Laki rekisteröidystä parisuhteesta;Loi sur le partenariat enregistré;fr;;Ranska
574;Laki rekisteröidystä parisuhteesta;Закон о зарегистрированных семейных отношениях;ru;;Venäjä
574;Laki rekisteröidystä parisuhteesta;Zakon o registrovanim vezama između partnera;sh;;Serbokroatia
574;Laki rekisteröidystä parisuhteesta;Macaluumaad la xiriira labada wada deganaashada loo diiwaangeliyey;so;;Somali
574;Laki rekisteröidystä parisuhteesta;Ligji për marrëdhënien e regjistruar;sq;;Albania
574;Laki rekisteröidystä parisuhteesta;Lag om registrerat partnerskap;sv;https://www.finlex.fi/sv/laki/ajantasa/2001/20010950;Ruotsi
574;Laki rekisteröidystä parisuhteesta;Tescil Edilmiş Birliktelik Yasası;tr;;Turkki
574;Laki rekisteröidystä parisuhteesta;《同性伴侣关系注册法》;zh;;Kiina
576;Tietoa seksuaalisesta tasavertaisuudesta; معلومات عن المساواة الجنسية;ar;;Arabi
576;Tietoa seksuaalisesta tasavertaisuudesta;Information about sexual equality;en;https://en.seta.fi/;Englanti
576;Tietoa seksuaalisesta tasavertaisuudesta;Información sobre la igualdad en materia sexual;es;;Espanja
576;Tietoa seksuaalisesta tasavertaisuudesta;Teavet seksuaalse võrdsuse kohta;et;;Eesti
576;Tietoa seksuaalisesta tasavertaisuudesta;اطلاعات لازم درباره برابری جنسی;fa;;Persia
576;Tietoa seksuaalisesta tasavertaisuudesta;Informations sur l'égalité sexuelle;fr;;Ranska
576;Tietoa seksuaalisesta tasavertaisuudesta;Информация о сексуальном равноправии;ru;;Venäjä
576;Tietoa seksuaalisesta tasavertaisuudesta;Informacije o spolnoj jednakosti;sh;;Serbokroatia
576;Tietoa seksuaalisesta tasavertaisuudesta;Sharciga sinnaanta ragga iyo dumarka;so;;Somali
576;Tietoa seksuaalisesta tasavertaisuudesta;Informacione për barazinë seksuale;sq;;Albania
576;Tietoa seksuaalisesta tasavertaisuudesta;Information om sexuellt likaberättigande;sv;https://sv.seta.fi/;Ruotsi
576;Tietoa seksuaalisesta tasavertaisuudesta;Cinsiyet eşitliği hakkında bilgiler;tr;;Turkki
576;Tietoa seksuaalisesta tasavertaisuudesta;有关性及性取向平等;zh;;Kiina
578;Tietoa lapsiperheiden tuista;معلومات عن ميزات الدعم للعائلات ذات الأطفال;ar;;Arabi
578;Tietoa lapsiperheiden tuista;Information on benefits for families with children;en;https://www.kela.fi/web/en/families;Englanti
578;Tietoa lapsiperheiden tuista;Información sobre subsidios para familias con hijos;es;;Espanja
578;Tietoa lapsiperheiden tuista;Teavet lastega perekondade toetuste kohta;et;https://www.kela.fi/documents/10180/0/Koti_ja_perhe_esite_est_Kela.pdf/0ff697ab-36cc-40e4-abba-a017173c2e87;Eesti
578;Tietoa lapsiperheiden tuista;اطلاعاتی درباره کمکهای مخصوص خانواده های بچه دار;fa;;Persia
578;Tietoa lapsiperheiden tuista;Informations sur les aides aux familles;fr;;Ranska
578;Tietoa lapsiperheiden tuista;Информация о пособиях семьям с детьми;ru;https://www.kela.fi/documents/10180/0/Koti_ja_perhe_esite_rus_Kela.pdf/ceaf210b-0151-4010-bdae-47e633014655;Venäjä
578;Tietoa lapsiperheiden tuista;Informacije o potpori za porodice sa djecom;sh;;Serbokroatia
578;Tietoa lapsiperheiden tuista;Macluumaadka kaalmooyinka qoyska ilmaha leh;so;;Somali
578;Tietoa lapsiperheiden tuista;Informacione mbi asistencat për familjet me fëmijë;sq;;Albania
578;Tietoa lapsiperheiden tuista;Information om stöd till barnfamiljer;sv;https://www.kela.fi/web/sv/barnfamiljer;Ruotsi
578;Tietoa lapsiperheiden tuista;Çocuklu ailelere verilen desteklere ilişkin bilgiler;tr;;Turkki
578;Tietoa lapsiperheiden tuista;育儿家庭援助介绍;zh;;Kiina
579;Lapsen oikeuksien sopimus;اتفاق حقوق الطفل;ar;;Arabi
579;Lapsen oikeuksien sopimus;Convention on the Rights of the Child;en;https://www.unicef.org/child-rights-convention;Englanti
579;Lapsen oikeuksien sopimus;Convención sobre los Derechos de los Niños;es;https://www.unicef.org/es/convencion-derechos-nino;Espanja
579;Lapsen oikeuksien sopimus;Lapse õiguste konventsioon;et;;Eesti
579;Lapsen oikeuksien sopimus;پیمان حقوق کودکان;fa;;Persia
579;Lapsen oikeuksien sopimus;Convention des droits de l'enfant;fr;https://www.unicef.org/fr/convention-droits-enfant;Ranska
579;Lapsen oikeuksien sopimus;Конвенция о правах ребёнка;ru;;Venäjä
579;Lapsen oikeuksien sopimus;Konvencija o pravima djeteta;sh;;Serbokroatia
579;Lapsen oikeuksien sopimus;Heshiiska xuquuqda caruurta;so;;Somali
579;Lapsen oikeuksien sopimus;Marrëveshja për të drejtat e fëmijës;sq;;Albania
579;Lapsen oikeuksien sopimus;Konvention om barnets rättigheter;sv;;Ruotsi
579;Lapsen oikeuksien sopimus;Çocuk Hakları Sözleşmesi;tr;;Turkki
579;Lapsen oikeuksien sopimus;《儿童权利公约》;zh;https://www.unicef.org/zh/%E5%84%BF%E7%AB%A5%E6%9D%83%E5%88%A9%E5%85%AC%E7%BA%A6;Kiina
580;Lapsen oikeudet -esite;منشور - حقوق الطفل;ar;;Arabi
580;Lapsen oikeudet -esite;"The brochure ""Children's Rights""";en;https://lapsiasia.fi/documents/25250457/41743419/Tunnetko+lapsen+oikeudet+englanti+2020.pdf/7cb5a3a7-f7cd-43b8-10c7-e5b757a1ad1c/Tunnetko+lapsen+oikeudet+englanti+2020.pdf?t=1603187409506;Englanti
580;Lapsen oikeudet -esite;"Publicación ""Los derechos de los menores""";es;;Espanja
580;Lapsen oikeudet -esite;"Voldik ""Lapse õigused""";et;;Eesti
580;Lapsen oikeudet -esite;بروشور حقوق کودکان;fa;;Persia
580;Lapsen oikeudet -esite;Brochure sur la convention des droits de l'enfant;fr;;Ranska
580;Lapsen oikeudet -esite;"Брошюра ""Права ребёнка""";ru;https://lapsiasia.fi/documents/25250457/27897954/LAPS15_LOS_VENAJA_net_140520.pdf/b020179d-a6f9-e3b2-dc60-45efe494c7e2/LAPS15_LOS_VENAJA_net_140520.pdf?t=1594820799003;Venäjä
580;Lapsen oikeudet -esite;Prava djeteta - brošura;sh;;Serbokroatia
580;Lapsen oikeudet -esite;Xuquuqda caruurta- boog yare;so;;Somali
580;Lapsen oikeudet -esite;"Broshura ""Të drejtat e fëmijës""";sq;;Albania
580;Lapsen oikeudet -esite;Broschyren Barnets rättigheter;sv;https://lapsiasia.fi/documents/25250457/41743419/Tunnetko+lapsen+oikeudet+ruotsi+2020.pdf/5030fcba-d0c6-a736-5c19-c8cb3fbdbdbb/Tunnetko+lapsen+oikeudet+ruotsi+2020.pdf?t=1603187410937;Ruotsi
580;Lapsen oikeudet -esite;Çocuk Hakları broşürü;tr;;Turkki
580;Lapsen oikeudet -esite;《儿童权利介绍》;zh;;Kiina
581;Oppisopimustoimistojen yhteystiedot;معلومات الإتصال لمكاتب التعليم في مكان العمل;ar;;Arabi
581;Oppisopimustoimistojen yhteystiedot;Contact information for Apprenticeship Training Bureaus;en;https://www.oppisopimus.fi/en/apprenticeshipoffices/;Englanti
581;Oppisopimustoimistojen yhteystiedot;Información general sobre las oficinas de contratos en formación;es;;Espanja
581;Oppisopimustoimistojen yhteystiedot;Õppelepingu büroode kontaktandmed;et;;Eesti
581;Oppisopimustoimistojen yhteystiedot;اطلاعات تماس ادارات ویژه دوره های آموزشی قراردادی;fa;;Persia
581;Oppisopimustoimistojen yhteystiedot;Coordonnées des bureaux de contrats d'apprentissage;fr;;Ranska
581;Oppisopimustoimistojen yhteystiedot;Контактная информация агентств, осуществляющих обучение по договору;ru;;Venäjä
581;Oppisopimustoimistojen yhteystiedot;Kontaktne informacije biroa za ugovore o obuci;sh;;Serbokroatia
581;Oppisopimustoimistojen yhteystiedot;Ciwaanada xafiisyada heshiiska waxbarashada;so;;Somali
581;Oppisopimustoimistojen yhteystiedot;Informacionet e kontaktit të zyrave të mësimit me kontratë;sq;;Albania
581;Oppisopimustoimistojen yhteystiedot;Kontaktuppgifter till läroavtalsbyråer;sv;https://www.oppisopimus.fi/sv/laroavtalsanordnare/;Ruotsi
581;Oppisopimustoimistojen yhteystiedot;Çıraklık Sözleşmesi Büroları İrtibat Bilgileri;tr;;Turkki
581;Oppisopimustoimistojen yhteystiedot;见习培训办事处联系方式;zh;;Kiina
582;Lapsia, nuoria ja perheitä koskevaa lainsäädäntöä;القوانين المتعلقة بالأطفال والشباب والعائلات;ar;;Arabi
582;Lapsia, nuoria ja perheitä koskevaa lainsäädäntöä;Legislation concerning children, youths and families;en;https://stm.fi/en/children-young-people-and-families;Englanti
582;Lapsia, nuoria ja perheitä koskevaa lainsäädäntöä;Normativa referente a niños, jóvenes y familias;es;;Espanja
582;Lapsia, nuoria ja perheitä koskevaa lainsäädäntöä;Lapsi, noori ja peresid puudutav seadusandlus;et;;Eesti
582;Lapsia, nuoria ja perheitä koskevaa lainsäädäntöä;قوانین مربوط به کودکان، جوانان و خانواده ها;fa;;Persia
582;Lapsia, nuoria ja perheitä koskevaa lainsäädäntöä;Législation relative aux enfants, jeunes et familles;fr;;Ranska
582;Lapsia, nuoria ja perheitä koskevaa lainsäädäntöä;Законодательство, касающееся детей, подростков и семьи;ru;;Venäjä
582;Lapsia, nuoria ja perheitä koskevaa lainsäädäntöä;Zakonske odredbe koje se tiču djece, mladih i porodice;sh;;Serbokroatia
582;Lapsia, nuoria ja perheitä koskevaa lainsäädäntöä;Sharci dejinta khuuseysa caruurta, dhalinyarada iyo qoysaska;so;;Somali
582;Lapsia, nuoria ja perheitä koskevaa lainsäädäntöä;Legjislacioni lidhur me fëmijët, të rinjtë dhe familjet;sq;;Albania
582;Lapsia, nuoria ja perheitä koskevaa lainsäädäntöä;Lagstiftning som rör barn, unga och familjer;sv;https://stm.fi/sv/lagstiftning/barn-och-unga;Ruotsi
582;Lapsia, nuoria ja perheitä koskevaa lainsäädäntöä;Çocuklar, gençler ve ailelerle ilgili yasal mevzuatlar;tr;;Turkki
582;Lapsia, nuoria ja perheitä koskevaa lainsäädäntöä;与青少年儿童及家庭有关的法律法规;zh;;Kiina
584;Tutkinnon tunnustaminen;الإعتراف بالشهادة العلمية;ar;;Arabi
584;Tutkinnon tunnustaminen;Recognition of a degree;en;https://www.oph.fi/en/services/recognition-and-international-comparability-qualifications;Englanti
584;Tutkinnon tunnustaminen;Convalidación de títulos;es;;Espanja
584;Tutkinnon tunnustaminen;Hariduse ja diplomite tunnustamine;et;;Eesti
584;Tutkinnon tunnustaminen;تائید و برابری مدرک;fa;;Persia
584;Tutkinnon tunnustaminen;Reconnaissance du diplôme;fr;;Ranska
584;Tutkinnon tunnustaminen;دانپێنانی بڕوانامەی خوێندن;ku;;Kurdi
584;Tutkinnon tunnustaminen;Подтверждение образования;ru;;Venäjä
584;Tutkinnon tunnustaminen;Nostrifikacija kvalifikacija;sh;;Serbokroatia
584;Tutkinnon tunnustaminen;Aqoonsiga shahaadada;so;;Somali
584;Tutkinnon tunnustaminen;Njohja e diplomës;sq;;Albania
584;Tutkinnon tunnustaminen;Erkännande av en examen;sv;https://www.oph.fi/sv/tjanster/erkannande-av-examina;Ruotsi
584;Tutkinnon tunnustaminen;Diplomaların Tanınması;tr;;Turkki
584;Tutkinnon tunnustaminen;学力认证;zh;;Kiina
585;Monikansalaisuus;تعدد الجنسية;ar;;Arabi
585;Monikansalaisuus;Multiple nationality;en;;Englanti
585;Monikansalaisuus;Plurinacionalidad;es;;Espanja
585;Monikansalaisuus;Mitmekordne kodakondsus (topeltkodakondsus);et;;Eesti
585;Monikansalaisuus;تابعیت چند گانه;fa;;Persia
585;Monikansalaisuus;Multinationalité;fr;;Ranska
585;Monikansalaisuus;Двойное гражданство;ru;;Venäjä
585;Monikansalaisuus;Više državljanstava (polipatridi);sh;;Serbokroatia
585;Monikansalaisuus;Dhawr wadan dhalashadood leh;so;;Somali
585;Monikansalaisuus;Dynënshtetësia;sq;;Albania
585;Monikansalaisuus;Flerfaldigt medborgarskap;sv;;Ruotsi
585;Monikansalaisuus;Çok uyrukluluk;tr;;Turkki
585;Monikansalaisuus;多重国籍;zh;;Kiina
587;Lasten ja nuorten uskonnonvapaus;حرية المعتقد للأطفال والشباب;ar;;Arabi
587;Lasten ja nuorten uskonnonvapaus;Children and youth's freedom of religion;en;;Englanti
587;Lasten ja nuorten uskonnonvapaus;La libertad religiosa de los niños y jóvenes;es;;Espanja
587;Lasten ja nuorten uskonnonvapaus;Laste ja noorte usuvabadus;et;;Eesti
587;Lasten ja nuorten uskonnonvapaus;آزادی دین برای کودکان و جوانان;fa;;Persia
587;Lasten ja nuorten uskonnonvapaus;Liberté de religion des enfants et des jeunes;fr;;Ranska
587;Lasten ja nuorten uskonnonvapaus;Свобода вероисповедания ребенка и подростков;ru;;Venäjä
587;Lasten ja nuorten uskonnonvapaus;Vjerske slobode djece i omladine;sh;;Serbokroatia
587;Lasten ja nuorten uskonnonvapaus;Xoriyada diinta ee caruurta iyo dhalinyarada;so;;Somali
587;Lasten ja nuorten uskonnonvapaus;Liria e besimit fetar për fëmijët dhe të rinjtë;sq;;Albania
587;Lasten ja nuorten uskonnonvapaus;Religionsfriheten för barn och unga;sv;;Ruotsi
587;Lasten ja nuorten uskonnonvapaus;Çocukların ve gençlerin dini özgürlükleri;tr;;Turkki
587;Lasten ja nuorten uskonnonvapaus;少年儿童的宗教信仰自由;zh;;Kiina
588;Oma kieli - oma mieli;اللغة الأم - اللغة الأم;ar;;Arabi
588;Oma kieli - oma mieli;Own Language - Own Mind;en;;Englanti
588;Oma kieli - oma mieli;Idioma propio – Personalidad propia;es;;Espanja
588;Oma kieli - oma mieli;"Voldik ""Oma keel - oma meel""";et;;Eesti
588;Oma kieli - oma mieli;زبان خود-فکر خود;fa;;Persia
588;Oma kieli - oma mieli;Propre langue, propre pensée;fr;;Ranska
588;Oma kieli - oma mieli;Свой язык – своё мнение;ru;;Venäjä
588;Oma kieli - oma mieli;Vlastiti jezik - vlastita misao;sh;;Serbokroatia
588;Oma kieli - oma mieli;Luuqadaada-maankaaga;so;;Somali
588;Oma kieli - oma mieli;Gjuha jote - mendja jote;sq;;Albania
588;Oma kieli - oma mieli;Eget språk, eget sinne;sv;;Ruotsi
588;Oma kieli - oma mieli;Kendi Dili - Kendi Fikri;tr;;Turkki
588;Oma kieli - oma mieli;《母语-本性》;zh;;Kiina
589;Tietoa ansioluettelosta;معلومات عن السيرة الذاتية;ar;;Arabi
589;Tietoa ansioluettelosta;Information about CVs;en;https://europa.eu/europass/en/create-europass-cv;Englanti
589;Tietoa ansioluettelosta;Información sobre el currículum;es;https://europa.eu/europass/es/create-europass-cv;Espanja
589;Tietoa ansioluettelosta;Teavet elulookirjelduse kohta;et;https://europa.eu/europass/et/create-europass-cv;Eesti
589;Tietoa ansioluettelosta;اطلاعاتی درباره رزومه;fa;;Persia
589;Tietoa ansioluettelosta;Informations concernant le C.V.;fr;https://europa.eu/europass/fr/create-your-europass-cv;Ranska
589;Tietoa ansioluettelosta;Информация о послужном списке;ru;;Venäjä
589;Tietoa ansioluettelosta;Informacije o životopisu;sh;;Serbokroatia
589;Tietoa ansioluettelosta;Macluumaadka taariikhda shaqo iyo aqooneed;so;;Somali
589;Tietoa ansioluettelosta;Informacione për curriculum vitae;sq;;Albania
589;Tietoa ansioluettelosta;Information om CV;sv;https://europa.eu/europass/sv/create-europass-cv;Ruotsi
589;Tietoa ansioluettelosta;CV (öğrenim ve deneyim listesi) Hakkında Bilgiler;tr;https://europa.eu/europass/tr;Turkki
589;Tietoa ansioluettelosta;个人简历;zh;;Kiina
589;Tietoa ansioluettelosta;https://europa.eu/europass/bg/create-europass-cv;bg;https://europa.eu/europass/bg/create-europass-cv;Bulgaria
589;Tietoa ansioluettelosta;https://europa.eu/europass/cs/create-europass-cv;cs;https://europa.eu/europass/cs/create-europass-cv;Tsekki
589;Tietoa ansioluettelosta;https://europa.eu/europass/da/create-europass-cv;da;https://europa.eu/europass/da/create-europass-cv;Tanska
589;Tietoa ansioluettelosta;https://europa.eu/europass/de;de;https://europa.eu/europass/de;Saksa
589;Tietoa ansioluettelosta;https://europa.eu/europass/el/create-europass-cv;el;https://europa.eu/europass/el/create-europass-cv;Kreikka
589;Tietoa ansioluettelosta;https://europa.eu/europass/hu/create-europass-cv;hu;https://europa.eu/europass/hu/create-europass-cv;Unkari
589;Tietoa ansioluettelosta;https://europa.eu/europass/is/create-europass-cv;is;https://europa.eu/europass/is/create-europass-cv;Islanti
589;Tietoa ansioluettelosta;https://europa.eu/europass/it/create-europass-cv;it;https://europa.eu/europass/it/create-europass-cv;Italia
589;Tietoa ansioluettelosta;https://europa.eu/europass/lt/create-europass-cv;lt;https://europa.eu/europass/lt/create-europass-cv;Liettua
589;Tietoa ansioluettelosta;https://europa.eu/europass/lv/create-europass-cv;lv;https://europa.eu/europass/lv/create-europass-cv;Latvia
589;Tietoa ansioluettelosta;https://europa.eu/europass/mt/create-europass-cv;mt;https://europa.eu/europass/mt/create-europass-cv;Malta
589;Tietoa ansioluettelosta;https://europa.eu/europass/nl/create-europass-cv;nl;https://europa.eu/europass/nl/create-europass-cv;Hollanti
589;Tietoa ansioluettelosta;https://europa.eu/europass/no/create-europass-cv;no;https://europa.eu/europass/no/create-europass-cv;Norja
589;Tietoa ansioluettelosta;https://europa.eu/europass/pl/create-europass-cv;pl;https://europa.eu/europass/pl/create-europass-cv;Puola
589;Tietoa ansioluettelosta;https://europa.eu/europass/pt/create-europass-cv;pt;https://europa.eu/europass/pt/create-europass-cv;Portugali
589;Tietoa ansioluettelosta;https://europa.eu/europass/ro/create-europass-cv;ro;https://europa.eu/europass/ro/create-europass-cv;Romania
589;Tietoa ansioluettelosta;https://europa.eu/europass/sk/create-europass-cv;sk;https://europa.eu/europass/sk/create-europass-cv;Slovakia
589;Tietoa ansioluettelosta;https://europa.eu/europass/sl/create-europass-cv;sl;https://europa.eu/europass/sl/create-europass-cv;Slovenia
590;Lasten kasvatus Suomessa;تربية الأطفال في فنلندا;ar;https://storage.googleapis.com/ngo-production/2018/09/60f5814f-arabia-vihkonen4.pdf;Arabi
590;Lasten kasvatus Suomessa;Bringing up children in Finland;en;https://storage.googleapis.com/ngo-production/2018/09/cd99544c-vihkonen-selko-englanti.pdf;Englanti
590;Lasten kasvatus Suomessa;El desarrollo de los menores en Finlandia;es;;Espanja
590;Lasten kasvatus Suomessa;Laste kasvatamine Soomes;et;;Eesti
590;Lasten kasvatus Suomessa;تربیت و پرورش کودکان در فنلاند;fa;;Persia
590;Lasten kasvatus Suomessa;Éducation des enfants en Finlande;fr;;Ranska
590;Lasten kasvatus Suomessa;Воспитание ребёнка в Финляндии;ru;https://storage.googleapis.com/ngo-production/2018/09/7a40450d-venaja-2010-paino.pdf;Venäjä
590;Lasten kasvatus Suomessa;Odgoj djece u Finskoj;sh;;Serbokroatia
590;Lasten kasvatus Suomessa;Barbaarinta caruurta Dalka Finland dhexdiisa;so;https://storage.googleapis.com/ngo-production/2018/09/de370857-somalinkielinen.pdf;Somali
590;Lasten kasvatus Suomessa;Rritja e fëmijës në Finlandë;sq;https://storage.googleapis.com/ngo-production/2018/09/a4184602-a-painoalbania.pdf;Albania
590;Lasten kasvatus Suomessa;Uppfostring av barn i Finland;sv;;Ruotsi
590;Lasten kasvatus Suomessa;Finlandiya'da çocuk eğitmek;tr;;Turkki
590;Lasten kasvatus Suomessa;在芬兰抚养儿童;zh;;Kiina
590;Lasten kasvatus Suomessa;https://storage.googleapis.com/ngo-production/2018/09/a0610803-kurdinkielinen.pdf;ku;https://storage.googleapis.com/ngo-production/2018/09/a0610803-kurdinkielinen.pdf;Kurdi
590;Lasten kasvatus Suomessa;https://storage.googleapis.com/ngo-production/2018/09/83f9671d-vihkonen-selko-myanmar.pdf;my;https://storage.googleapis.com/ngo-production/2018/09/83f9671d-vihkonen-selko-myanmar.pdf;Burma
